ID,ORDERID,PRODUCTID,QUANTITY,REVENUE
b4ce6b09-6c7f-4feb-9edf-70e0cee6063a,2213c75b-42f2-4ab4-a70c-07881cc40c84,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,1000,38.78
2d0b26ef-6359-48cf-b3b1-f8c324663e9f,d633bd4e-fdba-4dec-915e-e3f968c75983,8dbe4098-54ae-45e4-8250-e7966531dd91,500,142.66
19379ce4-8ceb-468b-b8c6-e73335edb683,eba32efa-0546-4b2f-b696-9ccf7105e0ee,8e9b9880-db98-4bc7-adc5-327bc259960c,2,15.49
cf4bcd90-2d93-4d65-8bea-d35cab3a3506,75401a71-4455-447f-8cc3-d0e75e064014,36d64f49-d957-4abf-9599-efb0bf6650ed,200,24.48
e2b40957-9a86-43f2-8026-90d7c9c798dc,1581b905-2764-47b9-a44a-ac6750c7ce96,36d64f49-d957-4abf-9599-efb0bf6650ed,100,35.75
8e911e3d-4862-4cf0-86dc-ec12998fbff9,04ac13ae-976b-4518-85e9-dd75cd32eb8e,0f33b68a-0de9-41aa-b7dd-30df896ebd31,5000,182.44
b9c54ade-397d-4b58-88ea-fc2256f1d51b,ca3cdd90-aa6d-4cfb-9997-054637152718,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,5,15
3b4f9d74-607b-49c9-8211-5ff5f92fb684,3181409d-e04c-4e3c-add7-0b5fe81e4fca,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,50,30.12
03d9e8bb-94d8-44d9-bfcc-d2b6cd347747,cb121422-cf46-42fc-982e-4be52fa7b7cc,3d03a711-2aac-467d-af60-866ca46f2043,1,26.05
4a3f01ee-f5ce-498a-a4ed-41e02e3526af,0a808117-e842-4af9-8d0b-fea900db35fb,9dda72e3-87fe-4bba-a38a-54269b1d15e8,3,32.39
6bd224af-27e6-4196-8685-7f910a4bb5a9,5ee68b4d-eea6-4bb7-961b-335ee9ee4ce5,30e11212-a68c-4bd7-bcd4-4faece356bec,1,0
43f4e0ad-73fa-4f74-8332-f3a1f6ab481d,f765409e-1a32-4f0f-bc64-0d02ae4637ed,8e9b9880-db98-4bc7-adc5-327bc259960c,1,21.96
856c2649-ec97-40cd-973d-a32c4e4efee5,1a84a14d-30af-4d40-b786-de9ffd97d527,00ef5e15-5e3c-4e35-8a7c-d78e8d64792a,1,1500
7bd6e587-da0e-44e3-abf2-01e733302463,ad4738a7-bde6-4e6d-800c-bffe1fe595bc,30e11212-a68c-4bd7-bcd4-4faece356bec,1,109.15
f07c3b26-59be-4f6f-be91-dd73da8ad0a7,5d4737c8-5bc2-4c1e-8c22-ad09d64f25d0,30e11212-a68c-4bd7-bcd4-4faece356bec,6,97.45
f77e5d5d-3944-4069-a152-578fd69e5b58,5d60dedb-1464-48e8-be8b-675e2a36ef81,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,100,58.12
2c12cab3-78ce-497b-999e-9541ac7d8ba8,da449523-c11c-44f8-8c8b-caa2b03a66be,0f33b68a-0de9-41aa-b7dd-30df896ebd31,500,55.39
d8244aa7-af0f-4e01-8910-157c2952af3c,b9c697a2-889d-4949-9a74-bb5fb87502e1,8e501480-4a60-4e74-943f-3b493c4d4404,75,26
45646a8e-7dff-4b78-83ca-9b15c63ff034,be8faa14-6ecc-4a12-9d81-1ac841118983,8e501480-4a60-4e74-943f-3b493c4d4404,1500,206.75
2ecd8177-ab66-4ace-9546-ddb86d1e9d8d,121a57e2-9bb9-4388-b407-59f1fabe0991,8e501480-4a60-4e74-943f-3b493c4d4404,50,13
cb0f5154-2c5b-47ae-86e7-c7020249f3cd,ad211736-8185-4fc7-b915-d7c6184f466b,5bc10f9e-b25d-4b90-b1b2-38c0c9934b3d,100,240.67
01207e1e-175c-4029-8692-6f4c851ebc1b,65d1eba1-f76b-4fc6-b54a-986711afba54,3d03a711-2aac-467d-af60-866ca46f2043,1,32.2
0382c5a9-7ad9-4616-8e63-e0790c5b62a3,a0132248-f0f0-4526-ab47-7c6be183bccd,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,5,13.12
7c9e7915-feaa-4c10-809e-cd2601239520,66f324a6-2914-47c6-92b5-eccf197f5094,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,1000,31.2
22bd002f-b533-49ab-afa3-303e104c8cbd,b548b506-cf30-41e4-8680-751038cdb9d8,3d03a711-2aac-467d-af60-866ca46f2043,1,29.27
62d659a5-f5fb-4566-9d34-3204844d4f41,7a30990e-8a8e-4ad0-a539-c444bfaed9a2,30e11212-a68c-4bd7-bcd4-4faece356bec,1,24.5
38c92cf3-10d0-46a0-8370-51583e88d8a7,d20f9cf3-f854-4b6b-b9af-ff864e08c3ef,3d26c25a-4b9d-4091-a4df-96b3eb72aa4f,20000,240.59
d8bedc02-9359-4a07-9b9b-a2d66484276e,0a255ed2-db78-459d-b7fc-4c18a27e7070,8e501480-4a60-4e74-943f-3b493c4d4404,50,13.12
19e3fff2-e2be-498e-a62a-f0d6c043d5e7,ca867638-b3e9-4b25-a0f1-434dba72ebe0,30e11212-a68c-4bd7-bcd4-4faece356bec,5,50.66
79cf588b-8ff8-4577-9c41-fc49465a4205,ee90ec65-4f03-4d3d-9d54-1b09354e290e,30e11212-a68c-4bd7-bcd4-4faece356bec,1,14.18
0bf9040a-b7d8-4a08-8abd-910fe82a4892,bd6610e4-c2d5-48f8-80a6-3a1a7f3ee988,7b0c6f94-9fe7-453f-aeda-9049b53d3ec8,10,35.62
00c340de-620c-4ca6-863f-9329aa051ee8,3cec48e3-d920-4070-8e3d-4656ad76d309,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,2,23.43
79339545-fd34-43ce-ba77-f8ca160578e0,55a9a55b-5b2d-47bc-933f-8fe7ae360c27,3d26c25a-4b9d-4091-a4df-96b3eb72aa4f,5000,111.4
a1631990-ced8-4b64-803d-cfe9278da8e0,4c603dcc-309e-4a36-af5e-9aec0208992e,36d64f49-d957-4abf-9599-efb0bf6650ed,150,45.04
3cb7c73e-62c9-4a7c-af87-cac4ce68294a,4290f16b-143f-4bf9-b7c5-5627577b3d7a,36d64f49-d957-4abf-9599-efb0bf6650ed,500,25.63
24dcaa73-d177-4888-a193-902eec913f92,57eb3c50-7d84-437f-bc61-0838c7a072b9,07a05460-f8b2-4577-b914-38b37829ee4c,1,26.79
81f86b3e-069d-48a1-9f91-ce82062f9ac9,82cc76a0-9edc-431c-99df-6b1f55dee01f,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,3,23.37
76401e5f-ae70-4f72-80cf-4e84443e72ea,77226d30-7a81-4d58-beef-19311040b68a,3c04e602-4222-4618-8794-ace854a6a101,2,15.52
855afedc-a19b-4681-b29e-9d627b1d091d,2425f6a6-02f9-4a33-bd57-85e8c5069c8a,34446be3-7c10-4890-8f55-9cc8da6c1cec,25,19.78
e9c5939b-7e42-47ec-93e5-c5015af71c25,eb4eb09d-aaa5-4c37-8940-7a7c41a3963b,36d64f49-d957-4abf-9599-efb0bf6650ed,1000,27.18
5a015234-2ad3-4679-a6bf-aefc358cb80b,56ca1a9d-5e01-49ef-8d66-6aac59f9e0d7,3d26c25a-4b9d-4091-a4df-96b3eb72aa4f,1000,31.97
b300c980-7e1b-49f6-b351-b668c1ee03c2,5192174d-e0c4-4f69-bd1c-700b5f787e51,36d64f49-d957-4abf-9599-efb0bf6650ed,250,23.25
251299c5-5b4d-488f-bc52-0b060915efaa,7972ec34-f6cc-41fb-929c-e43d18fd4587,5559242f-c922-421c-b90e-1ad57909852b,200,460.95
0c604c95-034d-4981-8c26-bdb814d1eef4,b7e690d2-b74f-4ca2-90c0-efebd7c76811,80f43c40-2db7-42f1-af54-2157c9c1dd05,100,238.96
46fdefa3-c4a2-4e05-b9d2-d62f0bc1a8c5,01a58ae8-0f95-4422-add1-c2eec63c5210,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,4,38.95
3fd76da9-c025-4aa6-91ea-4852465874ed,27c60a38-ff64-42ca-a1df-84555831efce,47996857-f1d8-466e-b73d-36cf3ea16a47,250,20.25
7e5ff5ea-6cc0-41d3-991f-528f2f854f4f,a95ad1a6-2159-4386-9993-6e5e1295de68,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,300,54
5402b120-07cd-4245-acb7-89ef1ac758ce,4ab5fd7f-fd2f-4fe2-ac52-828677b8cbec,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,2,21.8
f6acbd79-d1fb-4605-9652-e7ad1502b61e,94d03b30-48b6-49d5-8a28-2757d5e0421e,5e7ba712-4c49-41ed-8d01-77b2bdbf7e04,250,48.73
dfb81719-ec96-47c3-b72c-aead2a9350cf,2819d641-a56d-4df5-bd5e-fbdd19895767,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,3,7.95
85098600-b5d1-4c07-8fed-004d7b5c76f8,0097c36a-6c25-489d-a2d2-ea748a577a60,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,25,26.73
e6d3fc96-e738-441d-9baf-d4ecb5b5836a,9bcadf91-43ee-4134-abb6-6486a8480c0b,5bc10f9e-b25d-4b90-b1b2-38c0c9934b3d,50,67.57
8228ea8c-061d-4844-bf23-6277b5b42ac2,0e60c5c5-0248-4174-992b-ee200f4fa5fb,36d64f49-d957-4abf-9599-efb0bf6650ed,100,26.93
1e0a6799-d6de-4f21-bb81-6825f62a7860,45aef567-3eaa-4dfb-85c3-a148dc14549f,5e7ba712-4c49-41ed-8d01-77b2bdbf7e04,25,19.5
77ed804a-3bba-4367-bf76-5cfb2a75cdd6,780f194b-5ba1-4612-acdc-0a7be32e30fd,170ac447-6433-4cd2-b73f-046507c0d23b,1000,132.07
a0a9a865-496b-42b1-85bf-364c72933435,4ca9eeaa-1c4c-47bb-b7b2-297ffe8a2fde,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,500,27.47
ceee5a88-26bb-4cf1-93f1-e13049b6b5da,c99122c4-d188-4f4e-9264-5f0283c4c658,3d03a711-2aac-467d-af60-866ca46f2043,1,39.95
2e75a2eb-bf89-4631-a45e-e2b289f3d317,a25ad5e6-3437-4353-b6af-6eb988418283,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,5,16.3
9f471eda-8505-4ad7-b28e-facbb1ed06aa,a274879b-c48a-40be-b463-8a15aa4e3886,3d03a711-2aac-467d-af60-866ca46f2043,10,285
ca8d8e49-f432-4573-b8cd-52340cd6a850,8a028935-b1ef-4dc1-ab28-8e8b90e4099d,170ac447-6433-4cd2-b73f-046507c0d23b,2000,161.51
974db7af-d6b6-496c-8451-88e2c20371cf,86c1f25d-05f7-4762-810d-78508dcb794b,8e9b9880-db98-4bc7-adc5-327bc259960c,8,70.84
c80766fe-7d02-43c0-a473-f759aa6c1834,7159ba3d-e681-416a-81f3-55fc099bb12c,0f33b68a-0de9-41aa-b7dd-30df896ebd31,5000,140
1a1b3a10-f77b-4326-b9a7-541c07fb7c71,a5c2e00b-777b-4c79-ab6c-f7ace6c84dca,30e11212-a68c-4bd7-bcd4-4faece356bec,1,24.73
1d073fbd-a21b-4c9e-8f6d-0af480bc8e19,7e41c1a1-7c54-403a-bc7d-9d505c6b209d,3d03a711-2aac-467d-af60-866ca46f2043,1,24.2
66774cd2-0101-4970-be7f-6cfcb2a566e6,db63e8f2-2c35-420d-89b7-40ee2885133f,d852fc11-c317-4aa1-bc76-6755bb68ebcc,500,654.31
04784d89-872a-4df5-834a-859c745f0441,e8157e54-04fc-475e-b5b8-dc633ac8ffd3,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,50,44.04
87700f77-6b62-4a02-a782-e9234d40ca44,5fc0a93a-2ac0-43eb-b528-a6f5ad025d80,ba94136c-ef04-478b-8302-5ef743a20b54,150,410.67
2ac6cc2e-55c2-4195-a55c-4fda1832c79f,b3d84154-8fc5-4663-be3a-118854a1ec6a,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,100,39.03
92c77029-b101-4efe-9a39-9aff6b783e66,e2720d13-c102-46d9-8492-ce9c9ece9e88,0f33b68a-0de9-41aa-b7dd-30df896ebd31,500,69.09
ec82a144-e04b-4ed3-888b-2b96e983fefc,e672960a-c8f5-4cb6-9498-52a2e8ab3420,c7dbbf5f-c48e-4235-8b19-e783810c8435,1,11.53
9e2a5c8b-b3c4-4d41-94c9-b792ac548ffb,dd32833b-0c38-44c9-9e4e-13ae847e8fa9,91c6e018-b002-4690-9833-458450d83e3f,500,76.8
aea7eb5f-e34c-4d50-8865-23bb85f89035,8f819e89-5a92-4c8c-8982-41517a7efe13,3d03a711-2aac-467d-af60-866ca46f2043,1,114.28
fad7fd5e-48f9-4db7-ba81-9959b12351fa,37906f32-bdfb-46d3-915e-1977d8f4fdbb,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,75,25.67
41cec2ee-8ba4-4789-81c2-62131c9edff8,d69fa989-6429-45c0-9d97-ff3716cd8c5c,36d64f49-d957-4abf-9599-efb0bf6650ed,500,19.8
0dbc1952-02f3-4f3d-a20f-0f9a8a23b627,550ad813-e57f-4878-8570-a5745d0ef4d7,30e11212-a68c-4bd7-bcd4-4faece356bec,1,16.81
0e831c76-9430-4638-8a08-c072c302f7af,88e03e4c-e350-4593-94a5-e1d0b92ad25a,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,10,28.78
d503fc62-1ab5-4422-a572-a0efcf29c610,de0b954e-df30-4880-9b6d-3eccaccc2e3e,30e11212-a68c-4bd7-bcd4-4faece356bec,1,18.35
41f36f92-fa84-435c-b8b5-09ddbba13cb0,6a51c735-3c1e-4756-b949-b908500152cb,3f9a0171-f0f0-4a77-b8c1-da192ad9b484,500,104.32
eac39117-3d27-407a-b7b1-96efda7aa43c,f39ee784-62d7-4162-967c-363aea610b05,30e11212-a68c-4bd7-bcd4-4faece356bec,1,18.47
ed754cc0-4a4e-4351-b295-f9d34e6ad1c7,fe6f5f51-0b27-43b8-80a9-7c49bf764d07,0f33b68a-0de9-41aa-b7dd-30df896ebd31,500,55.76
a5f07628-bac0-46e0-b0a8-601e36c4f42c,ccf40475-bdf4-4e3f-bf35-71be50f5c2f2,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,100,31
aa512de3-be02-4fd2-9acf-8a0b6773371f,9566608c-e3f9-465e-83a2-c3ecc211858a,07a05460-f8b2-4577-b914-38b37829ee4c,1,32.95
3d2d33af-263c-4a03-8fa6-57313e0ea7d6,f9d13f3a-9e78-4f49-adf4-3cfccff63cef,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,100,36.21
d83497ec-8368-450c-b9ee-a2f1bc4cefd4,01da90bb-5584-46bd-8d9b-6663fdf209ed,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,75,16.8
e8ebcf16-7548-4aa2-89a6-1b2a11d21d48,bb6e0796-a53d-4f3f-9755-1d15167569a5,80f43c40-2db7-42f1-af54-2157c9c1dd05,200,197.46
85a4426c-efb2-4839-be0a-06efd965716d,16b5071d-da44-49b3-abd5-82a4f53cba78,5e7ba712-4c49-41ed-8d01-77b2bdbf7e04,1000,47.25
9d25aa33-d989-4aab-8bb0-ace6ccbf2cba,1d41ebae-7813-439e-aa25-582fdb51c810,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,10,17.05
51dae474-7933-4a42-a852-9f2600ec4f1f,6aa778d3-294a-4623-a809-daf8690db749,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,200,56.6
757e799f-e4e3-4e7e-8803-1fa86556e723,fcb0d56f-aad5-4375-916c-f89ff015aaf0,30e11212-a68c-4bd7-bcd4-4faece356bec,1,26.87
b8bbcfc0-5fdd-4706-b23a-c0bd36441fc6,85144bc8-90d3-40a9-8956-62441ffcc03f,30e11212-a68c-4bd7-bcd4-4faece356bec,1,38.29
f02bd69d-56f4-4d9c-92d4-ae9af7c4257c,8c640054-de56-4ff5-b3b3-b136b649e4e2,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,250,44.48
3ad4e06e-629a-4457-9af6-ad2518a7bd95,8c482cd0-a5c2-402c-be96-0e5a02a4f44d,5bc10f9e-b25d-4b90-b1b2-38c0c9934b3d,1000,292.35
f259acf1-b0a1-4cb8-aeb7-249871702055,b22aaea2-69bc-4f12-a206-1351f576af97,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,500,34.15
a3a67071-7a55-44a2-bb03-1db28cbec9a1,b7b6b250-4fcf-43fd-abc1-1c8f8a28445c,36d64f49-d957-4abf-9599-efb0bf6650ed,100,25.25
ded57449-56d2-496f-8fff-108694691c8b,937f3761-6768-4582-af24-87a311d3e1b7,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,10,20.1
e41cf448-fda1-4dfc-be62-91a6af26f0e0,1c06b0aa-d1af-428f-b4b1-5cbe2d155600,5e7ba712-4c49-41ed-8d01-77b2bdbf7e04,10,17.5
12199f5f-eaee-411a-b053-42fecad5b039,87f46613-12e1-443a-95ff-6379eab787c7,07a05460-f8b2-4577-b914-38b37829ee4c,1,112.5
6583db86-9753-488a-8f3d-0a7e26f923ad,da7327ab-4588-4c27-ba63-4dbf068a2af6,5bc10f9e-b25d-4b90-b1b2-38c0c9934b3d,3,21.37
e9aadd51-2c35-4d07-be17-bd154cbb1efe,f1661c04-e5be-4895-a658-845081de6454,ce3af762-9232-4eca-a0c4-fcc891672ace,500,65.8
8b443a0c-0c48-4f4c-adec-4eb147871b6f,aded37bb-76c1-45b3-a905-d03ee4149c4c,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,10,19.42
94f080ef-5f9d-4c04-ac7f-9278e1df8f49,01deb7b7-e9fb-421c-af3c-40e1157222f9,36d64f49-d957-4abf-9599-efb0bf6650ed,500,13.02
8e414890-f52b-4bd9-ad3d-3b34aef321be,7c260a3a-382c-4e42-97dd-830eecf533fe,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,5000,93.03
4ac9c737-3bd4-40b9-a283-23eb4cfa9c4d,fa38796c-6fac-4f0d-9021-9190a14a4835,8e9b9880-db98-4bc7-adc5-327bc259960c,2,25.5
cfafc42b-d7fa-4a92-bc98-88b1ad9b1ed0,8c02167d-d518-490e-9629-cedb14c489c8,07a05460-f8b2-4577-b914-38b37829ee4c,1,46.4
ab08f030-6946-4185-a050-aeab1b35a16d,97e3d54d-83e2-46e3-8d83-488d25e59210,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,10,33.75
7a0a235c-74ce-4090-b07b-fbea728d6b30,736e82ad-637e-4f89-8c47-e2f04495cfec,5e7ba712-4c49-41ed-8d01-77b2bdbf7e04,50,32.58
6801beaa-8f0e-49b3-94ce-445129d7eb5c,bbbb092a-fb39-4145-8178-98ae28711867,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,1000,28.34
e825a4a6-4ec2-4366-8c41-2103e5cc0b9f,242beb21-62c2-46ed-8aed-cd847b013ba1,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,1,19.18
309a791b-09e7-479f-9a66-9b959ef945af,7bbc4ac5-006b-4db5-bd69-06b8e7092fba,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,1000,22.44
4ed92cf5-4444-4cbb-b312-3bf12e1eba9c,67cb10fe-24b7-4ded-a2ad-3946c9df6388,36d64f49-d957-4abf-9599-efb0bf6650ed,500,14.52
70db2b64-66e9-4abd-92f9-e2c5aba0795b,45b511a7-9f10-487a-abd0-7cf7719269b5,5e7ba712-4c49-41ed-8d01-77b2bdbf7e04,1000,41.75
747cd915-f77b-4a12-9b0b-4819fc8378a3,9045871a-34f1-4a6f-a9f7-ba88076475b9,5bc10f9e-b25d-4b90-b1b2-38c0c9934b3d,500,249.01
4c298daa-33b6-45d9-8930-643139873535,56032002-63bf-4c88-9056-9428c5e64b9c,8b8edc0e-95ec-4dd8-94a1-6498f638012b,150,87.85
fd0e5d50-4e31-4fe4-9369-1ce967320f95,e6e55269-a71b-43b2-aa79-937aaa55b781,5e7ba712-4c49-41ed-8d01-77b2bdbf7e04,100,61.56
aaf2a132-781e-41ae-aaa6-5e6af9f48fae,05044da4-84e8-401e-b856-87606ec856a6,3d03a711-2aac-467d-af60-866ca46f2043,1,35.83
5f0c14cf-6f38-4632-b099-2be20ce650b2,eb78de81-4bc1-46ad-8cde-ad6bc9fe651f,30e11212-a68c-4bd7-bcd4-4faece356bec,1,86.59
3489e5a9-72dc-4965-b8ab-f800a24ad1c3,90eabec9-1574-4b4f-8802-432470079bbb,3d03a711-2aac-467d-af60-866ca46f2043,1,46.77
c523010b-df9e-408c-b7d1-6b5071e6f75b,818dcf2b-598d-4eaa-8053-8a6928a965f7,5d02a3a2-5c4c-4751-8c54-9e18485d1c11,30,524.73
1f7f8db5-b475-42a0-93ca-357d726ece70,03b15add-d2e7-4fef-9872-5ec6c7f3f1aa,07a05460-f8b2-4577-b914-38b37829ee4c,3,157.24
01bf16aa-3b6e-4d3b-82f5-018e0ab37cb4,10a9f79b-bdc3-4c2e-b22b-1794d897a942,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,20,24
6d8b63a0-11f2-4b48-a7c6-7f4621b803da,8dd4fa2b-d732-416c-ad48-2c54fbba831a,5e7ba712-4c49-41ed-8d01-77b2bdbf7e04,25,35.25
1730fe1f-72d2-49e9-858d-2030deff67a9,fde8714e-913f-47a4-9202-5c6da61fec39,0f33b68a-0de9-41aa-b7dd-30df896ebd31,5000,314.02
4bf9d5ea-cc8c-48d3-b88f-203758958bf7,3850d9a2-dfbe-4e74-95bb-4f4aa535b256,ce3af762-9232-4eca-a0c4-fcc891672ace,3000,113.45
4ca1c760-a8b3-499a-9f4c-1d280bcb6892,b96f1634-f69c-4d9d-9a76-c76f7ae37009,91c6e018-b002-4690-9833-458450d83e3f,500,49.75
1b3f3283-b9c1-4d85-b6b1-6366b1052c93,213cc082-e577-480a-afb5-5e64a280938b,3d03a711-2aac-467d-af60-866ca46f2043,1,61.57
8b47f936-0564-4aed-8088-5a8cd17f4c6b,34113055-0eaf-490a-9cc0-17ea6d0d5903,3c04e602-4222-4618-8794-ace854a6a101,2,15.02
16e14c37-94fd-40db-b286-81dcad5f38d6,da1315e6-a5ca-43da-892c-f2b3c47456fc,0f33b68a-0de9-41aa-b7dd-30df896ebd31,1000,92.17
d5068072-c221-4de1-b0b2-ccdecb4a9f22,826df28d-cf75-45cf-89b0-f542fecb75b8,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,500,34.15
6d073205-8bc9-4c51-9086-0270859f3a6c,b0781e03-4810-42a5-a160-a840fd15489e,ed755c61-b026-4a14-86d5-c6aa8793c1ef,1,11.87
bbcc2672-f227-4ab8-a5bc-5342409bee99,3b8a2edd-b913-490d-ad1e-02dee1ae1e56,36d64f49-d957-4abf-9599-efb0bf6650ed,1000,31
c6d08775-abd1-45ce-8a73-d17f41bbdead,cd98802d-59e7-4ca0-a120-a2f77ddb6f14,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,10000,74.62
f549ee3e-d7a6-491d-bf59-f47d642001e9,df4a9695-3bc0-46f1-a1c8-4cabb848abfb,30e11212-a68c-4bd7-bcd4-4faece356bec,1,48.79
ba26a806-8c3a-4c31-9b74-53ea9e97005f,be0ae442-5091-43df-b428-a8563f8bfbad,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,1000,65.6
3c203efd-1eff-418e-88a0-bb0de370f3eb,dca253b2-a5d4-4e28-96d8-d99ea04c5332,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,500,31.25
2617001b-d51f-4ac2-8acc-512848bd4543,aa56953a-a356-457d-a24d-d9c30e0ec321,8e1eef0b-cc5d-4c01-86ad-b46f7f040387,1,10.85
25cc4cfe-953a-4b91-b5d3-55668959d730,965f4611-c699-45ae-87fe-a69f0cc076e6,031ce1ed-6f7c-4d04-880a-53d15bd0b0cf,500,1375.5
4967edfe-b7b1-4839-9e82-00f7b6dc6ecd,3a3ef65e-6231-403f-8f6d-0d18f0d79af9,3d03a711-2aac-467d-af60-866ca46f2043,1,24.95
d159bc93-be19-457e-90cc-025478019f37,6383f2af-47ac-4d17-95eb-a5ac28f4b22d,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,3,16.28
8e7084f2-006e-45bf-bae6-81a76655e54e,2d045ae5-5daa-4f0a-9635-2ab868c4da06,5e7ba712-4c49-41ed-8d01-77b2bdbf7e04,100,32.58
cc41e149-87c5-41e2-84c0-7bde3153c5bf,4ce933fd-cbc9-4303-a3d2-ec37cca2d109,9a7bc1d4-94ac-4eb2-983f-b3bdbd18c720,1,44.23
81efde91-11c9-440f-a086-a09423206fdb,42690c22-2661-44ea-a45c-207aaf9a804d,8e501480-4a60-4e74-943f-3b493c4d4404,100,21.15
1c2b0498-40ed-43f8-af82-89eb311b5294,02ccfa3f-3ebe-4d5e-96ef-ef574a61d1dc,5e30a00c-e4e0-4f2b-863b-3126031d2ad3,10,53.95
6faf1b90-6387-4903-b902-ba3638f792f9,32f3181a-0617-4255-b49e-83a685a414f5,30e11212-a68c-4bd7-bcd4-4faece356bec,1,31.36
bf8de2f5-7a09-4972-bd8f-9c4f9a14ecfb,9ea85d48-f555-44e3-90bb-eac466d1c514,3a6c5c4e-0ef0-4911-af76-c0d6c457ec83,1,19.62
f585fd24-fe89-40c4-b8a6-fbdef7bd4b41,b5a3e509-4dc8-4bc5-a720-937ea97453c1,0f33b68a-0de9-41aa-b7dd-30df896ebd31,150,135.6
8b57f58c-8244-4e83-a628-7bcea00b45f0,c47ec1f3-9c6e-4f99-a25c-467069741ce9,495110b1-9e31-4e6d-a284-233074c7ec20,500,301
2a8e88bf-dabf-40e1-b42b-cff0861c05c4,a23db9fe-be09-41af-b0ce-547a8c71b9c3,5bc10f9e-b25d-4b90-b1b2-38c0c9934b3d,500,210.3
869db49c-860c-40c7-b39b-d8b49aab5e11,6a39e870-508d-416b-a774-b13344ef2647,3d03a711-2aac-467d-af60-866ca46f2043,1,58.33
d95dceef-b180-4bbd-a69b-161b36987d92,8e1cc53b-acd2-4326-af81-3f2ce5455ca9,3d03a711-2aac-467d-af60-866ca46f2043,3,122.31
01353af2-9cff-46e2-910c-999b50c717de,4a2bb98a-b75c-4180-8c58-360f5cbec3c7,0f33b68a-0de9-41aa-b7dd-30df896ebd31,1000,177.6
f6047e5c-3e0f-4679-846a-d69ee57d4a2c,6917b2f6-57fa-488c-a015-3d30d64ae252,30e11212-a68c-4bd7-bcd4-4faece356bec,1,68.67
574bf2d9-ab72-4667-b197-357c5e34b677,c50eb4ed-ac6c-40ff-8073-0fcd63ad1c4b,30e11212-a68c-4bd7-bcd4-4faece356bec,1,19.5
99cee0cd-d85a-4005-8097-b6b7b1924e7d,3c119958-5f90-4358-a42f-76738636901c,30e11212-a68c-4bd7-bcd4-4faece356bec,1,115.18
a8e53066-a8fc-402d-81c8-3cb1edfd6bec,96a4fccb-1950-45b6-94f5-cd88abb8f25d,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,500,58
66218b9e-ca79-42b1-9639-f4484012ebf6,b1c7b696-b42a-486c-8c28-451524241272,5bc10f9e-b25d-4b90-b1b2-38c0c9934b3d,50,91.93
f31a2f5c-773b-41ed-a16c-b0e24af21438,099019b4-8abc-4d6e-9d50-76c4bccc0b0a,30e11212-a68c-4bd7-bcd4-4faece356bec,1,16.41
8a698a4c-f6f9-41cf-bc70-c7ab5edbbac2,0c0fb61f-f7d1-48c6-ba5e-e566e5104191,36d64f49-d957-4abf-9599-efb0bf6650ed,500,21.93
6aba5859-3d6e-4ade-8a65-07a124f7db50,691c70d4-c902-4d90-adc3-e2d31e6367f3,0f33b68a-0de9-41aa-b7dd-30df896ebd31,2500,136.97
28dbf7b6-d5ce-4f0f-97fe-38041831e810,8913988d-a690-457f-a8e8-e6f67553ee78,853f36f2-8e15-4cda-98cf-fdf3347d4b9d,200,33.5
